onset	duration	trial_type	response_time	correct
11.15	1.5	STM3	1218	1
18.8	1.5	STM3	1008	1
25.95	1.5	STM3	1106	1
34.1	1.5	STM3	1172	1
41.25	1.5	STM3	1222	1
49.4	1.5	STM3	984	1
68.133	1.5	CON5	2051	1
77.35	1.5	CON5	898	1
87.566	1.5	CON5	0	0
97.283	1.5	CON5	517	1
107.5	1.5	CON5	692	1
116.716	1.5	CON5	708	1
133.383	1.5	CON3	889	1
141.533	1.5	CON3	1171	1
148.683	1.5	CON3	853	1
156.333	1.5	CON3	723	1
164.483	1.5	CON3	653	1
172.133	1.5	CON3	867	1
190.366	1.5	STM5	986	1
200.083	1.5	STM5	1109	0
209.3	1.5	STM5	1588	1
219.516	1.5	STM5	1412	0
229.233	1.5	STM5	1271	1
239.45	1.5	STM5	1390	0
